id;order_id;task_id;quantity
82a1b4c0-3d15-4eec-9f71-afabfab2814b;637ff04c-bcdc-4d19-8aae-4b99f5a5754c;0058e0e0-c143-42a7-9098-204fb707cf89;5
be191c41-e52d-4a78-8668-77e65729cd22;1802f6f6-c02b-42a3-95a8-f905eee829e5;51ae888b-264d-4e80-8aea-bd27c18ebc6b;5
72c4ebdc-b017-4c1c-bc36-35e2e943f9b7;34a5614e-29d1-405b-b166-91e9673868df;984895e3-da71-44b3-b439-f93e7038c8a8;2
611d2dc4-573a-40e7-88bb-02be7535ad0a;de3f81d7-f892-4ae1-902c-72bec479a638;cd558d78-c34e-47dd-8079-602839cca2e0;5
aa45df20-3c9e-4d0c-bdd7-d9f134f87f54;9862dcdb-fe62-4b34-8536-490a58aa3a62;b8813256-63a6-4013-9913-891686c6a907;5
4cd0c5c2-ef16-473e-8621-0e070ea5787c;d10b950d-abf0-4e41-947f-73c92f297555;1ff5ac54-e4e9-4de1-afb2-b8fc397dcead;10
2f1f3e89-590f-489f-9728-159ca0388ff1;6af7d74c-9afc-4e7a-b7d5-e08c0e16dec3;afc96510-b309-4f43-b9da-5367466c4e48;10
4814dfa9-51cb-4601-95f5-7e185ef98f1c;6e5359b6-2a13-444f-ad62-c159e8a8584e;f16a133d-1649-42c7-b89d-2b17f34b8545;1
66b0f427-234d-43ee-b01d-babe1ce642e2;e9942e48-3662-4dfb-81b6-22e12209113b;e523ff3e-d814-4bce-b0a2-eb7e4ebc35b7;1
9d7e7242-6945-4be3-b8f0-97be3c11bb87;888acaeb-f06b-4784-9df4-91e08b425fef;cd558d78-c34e-47dd-8079-602839cca2e0;9
c7ccf955-1180-4d9c-9c98-19454f13965a;b3458b85-424c-4efe-992a-104e8c099ffa;984895e3-da71-44b3-b439-f93e7038c8a8;4
26650198-e98c-4251-9139-5a8aa5ba4eb2;117a8b9b-c3fc-482c-b1cb-94ec263c4254;1a6f84bf-1eb3-4d0c-9444-44cdef1c1c6c;4
70895960-6687-49d5-9af4-1d0fd423a901;7cec5d64-cec2-4c60-a07b-241d445060f3;1079c7bd-3a0c-4df2-810c-b64d293eebae;2
293c6ee0-81bd-4cf7-a0ec-6c306e57df2a;7499a052-46ae-490c-9d10-c8ab8ed5286f;1ff5ac54-e4e9-4de1-afb2-b8fc397dcead;2
475541ad-7b5c-4f80-ab17-60549389e1ca;38442c90-d738-4484-920b-5cec337f57ca;0585d17e-708c-4cd8-84c4-93467a289d7e;10
215e0f5e-74e7-40b7-b684-b8340c68fdba;c5b88fdb-4987-442c-a182-cc76546a3bee;8ce932b7-f871-4865-9738-690674822130;9
c7e77e1c-4712-4e7f-b05d-c5557c3cda9c;fbbe9141-9676-439f-92cf-0fd0b833f934;4e39eca6-462e-4fd1-9499-2e05d1d02133;2
2b1043c1-35aa-4207-9c22-2c9c81de5cc4;1ece9b32-8f37-4645-818e-d67650c0703e;de9fdfe4-350e-4d51-b8b7-34097862a4d7;9
6fbfb54f-b1d1-4351-8d33-4d20e473ee85;3bc7e0e0-e569-4e76-a014-1104257e0c5e;eb0afcdf-0f3a-4b89-bc0a-6a8acc7b9e83;7
c3db83dc-8ab8-488a-abf6-b074c7bb8ebe;9504086f-3272-4a1c-b521-b9592e69d8b6;91b5ea8e-36ce-47d4-a35a-d6f0e61e5a8a;7
48274563-d79e-4f2d-ab0c-09dac81abf04;e0baf8ea-b79e-46f1-a36b-4dc335f14a03;873e2351-75ba-4c09-a6dc-d472d33bf5d6;8
3e35a8ef-5ac4-4716-bac5-c9f344452e51;d30652dd-7638-41cf-a9f5-e3ff08616350;91b5ea8e-36ce-47d4-a35a-d6f0e61e5a8a;3
ac01fc63-aeb2-40e6-b38b-cac0cfe40fd5;9aa7843e-6704-4341-8b8e-7f4ea5f82a30;591e9845-c064-496b-bb98-a78e3d6c724d;4
bda1d75b-fee0-4065-8297-424130ed0aad;f5ad8ea4-3913-4f4e-8b06-352b97bfed75;ae2a99c0-c4f7-4b6c-a4ca-9f857a593bc7;9
4c99bbee-26e3-42b2-a15d-9719ca9e6f9a;340a06c0-7130-4616-a797-1407c68c74bf;141a4f19-24b7-4066-b197-fe8d0ac4b8b0;10
891b2bb3-00d7-46b8-998c-62cdecf49acc;a6d0f2c2-1bd9-48b4-8c93-11d8c5b19ace;db25e331-c64f-448d-831c-2e4a365659a9;6
09650cc2-aa4b-42ea-9e30-e94c6cecc0f5;9af9728f-cd99-4b3d-bc27-11479b3beab2;bf96d4e3-3ca0-4d1b-8058-570be8bdd87f;9
4e42405d-5a35-457a-97d3-b94f45ac126d;cdae3126-69d4-4423-be7e-e99d4eb01d49;1079c7bd-3a0c-4df2-810c-b64d293eebae;3
a43fb2d2-989c-406b-a54b-66952b9cd8fc;8d64a6bf-3cb6-4e22-bdc2-0dd9e1758f8c;b46d01fb-307d-43a9-a048-af5f9d0ceea3;4
11839431-2bfd-47e1-a9f7-4ec36f8478fd;84f9b5cf-8576-47b2-b97c-0bfc929c7fba;26034dfd-a91a-47db-848a-1d379869a6d3;6
d1700f02-fb86-477d-a5fe-787108d00575;9f3f09cf-2083-4924-8f42-1c8e25139db4;d85c47d3-63de-4db7-b79d-a7b1aaf3c4aa;3
b56b7418-6e4e-42ef-9d53-5bb3ecf18f5d;38442c90-d738-4484-920b-5cec337f57ca;788d5f47-a3e4-44f1-b0e9-a8f5a45e1f1b;10
f3f181ee-342f-4813-a36b-21603038afd9;8adc96d6-1bb1-48d4-b1b5-6919abcb7b2c;26034dfd-a91a-47db-848a-1d379869a6d3;2
a9954ef8-7cc6-4eb8-9b6d-394c6538f599;1f111d3d-2cc2-4732-8e4c-fecefe5a0511;e29c4547-b522-45f9-9c4b-75c0bb11924d;2
e4268ff6-7b57-46d3-ad4f-81e8d20c2ed5;cb694dce-3fa3-45fc-9d6e-95210c5ebc69;1955c0d3-e394-4f09-a1ee-3e7afd5afe00;3
24f76255-355d-4489-ac1d-ac82c39b5920;61b340c0-c0af-4191-9c29-33219efc33fc;67dc17ed-a94d-4acf-a29c-6771584376b0;1
c6003c5e-a974-4bf8-888e-c1a3bd9b9e64;ed28c69f-0cbe-46ca-8ac9-5a4b7b514814;240c7cd1-c130-46e0-b968-1726b4c89d63;7
b5b53769-46ef-4f07-bbcf-052293218bdc;45840fa8-36e7-40c6-909b-54274368f480;26034dfd-a91a-47db-848a-1d379869a6d3;5
046a5b94-32df-40a1-9cc3-87aadbb7f01f;1f277e06-fb50-4178-a04e-62d7f24a367f;0058e0e0-c143-42a7-9098-204fb707cf89;3
dd905852-00eb-441b-a289-208200cbdac9;71ca64d5-8db1-489c-8150-2949b22a732f;facccee6-fdfb-4cb2-bad2-68e5b3576500;4
51373da5-4837-47df-a1df-21914b848028;e856b544-ded5-4f9b-9d48-da704e683042;7a5fdbf8-c658-4085-9754-4280c919cdef;9
e042111b-8206-43ad-a304-9777eddf3df7;af9b6b9f-4c75-4df4-ab9b-71c17bf256f3;958fd106-2beb-423c-a32f-444a9d4a9e27;1
ba91f74f-7e3f-417a-ab50-bab8599c3fa8;9b576c5d-364e-4743-80ff-f38274b7f1d3;4e39eca6-462e-4fd1-9499-2e05d1d02133;4
e17ac7ad-b4ec-44b0-909f-e22e645942cd;7721a2a6-36fa-41cb-936b-f1acb47d039a;1ff5ac54-e4e9-4de1-afb2-b8fc397dcead;6
fbe4c4c2-4e28-49ab-8dd7-a9bb3cffbee8;194ed575-ed4f-4a5b-add2-e47e57126dd4;680d28f1-9161-4359-b7e9-7179a8cfc768;5
ae134086-e73e-4040-8a41-ccad9ed9bb3d;0562510e-ba8a-40c4-803e-e03dc8a4adbb;788d5f47-a3e4-44f1-b0e9-a8f5a45e1f1b;10
5d3835b8-de4a-454f-b99e-0598fa20aa6f;ecf48c07-5611-4656-b463-93f242170d86;58c3b2ed-22b7-4db2-b40d-38cdfdf6fb0a;5
bce729fc-3721-40f1-8b8f-555caa08e6ed;043782c2-8fe6-4feb-900e-d96db3dd1959;9dd23974-ab63-4eff-ab75-a38f1eed098f;4
b90c94e0-8be7-448a-92c6-205248767803;67c25bbf-eeeb-42bd-9bfe-44cf43f0fea3;facccee6-fdfb-4cb2-bad2-68e5b3576500;3
905c7410-d015-4d77-9657-5344b7d1cfaf;5760f54b-e43e-4f45-99e4-d767d837e32a;eb0afcdf-0f3a-4b89-bc0a-6a8acc7b9e83;3
93c6c4e7-8384-4875-b83c-5b50e024d83d;14229203-0758-4166-8d52-302b3a4440fb;3269eeab-07e0-4a2b-bbd4-51cbb57c7e8b;2
a256797e-1cb2-448c-b814-4688bbebde53;c38d7de6-5479-4f93-b5e7-88b20b7ef559;c3c71344-fe9d-46b1-a1e9-08f1aa8fa62c;9
f4aa2aca-b837-4a08-8836-9312bbc27b69;11653dcc-b5cc-468a-b8fa-733bd9da4c3b;52444b8c-3aac-4e2a-9790-a68db0028206;7
5775b37a-8404-4979-8ca6-f5870fc1c0c7;38c0f9d0-d601-4de1-aa42-8c24ec00100f;1a940e45-0b66-4604-bab1-2bc4ddd04623;6
9af7705f-bf3d-4e19-bb06-f65d00bb1291;91bf6004-b6f2-4be1-aa16-552b828ab083;3068fe74-e9fc-40ac-9674-e0bef4f83083;2
322d7529-b173-440b-97fd-71b1d2cbbec6;4737e2d9-3b0b-4bf0-962c-91a3b015fe66;eb0afcdf-0f3a-4b89-bc0a-6a8acc7b9e83;1
ce03afcb-5b2d-452f-823b-ada0108df256;691ae7e3-1972-4972-bba1-3797b4837aba;f16a133d-1649-42c7-b89d-2b17f34b8545;9
2908d73a-1fa5-4320-9575-f0054b1277c4;774026d9-8007-4f20-a479-e74030c8e07a;a51ee158-4c76-404a-9b08-d73e9b1a1b40;4
8a0aa900-2f7f-45bd-883e-d936c554165d;0a1cfc6c-bb67-4673-9e94-fab7c90e1c41;e523ff3e-d814-4bce-b0a2-eb7e4ebc35b7;3
9aa43756-0ccb-46d7-b848-c55adc9fcaea;ad6edafe-8ec5-4f64-b006-a00daed02d23;91b5ea8e-36ce-47d4-a35a-d6f0e61e5a8a;8
618cbe02-26d0-4a0b-b712-5b8651710890;476fc191-a4e7-48ab-a4c0-dd4aed5ae196;e8d6561b-cb25-4a86-a5e5-d2ce0e62b6a6;10
71ee9192-b88a-4414-ab9c-adac5f885963;52765ace-1cc4-4c94-88ad-54a4a6f89c11;56aae491-b935-4f7c-98fa-2a28842ad394;6
2bd14f64-d0ea-46b2-8453-26a63dac66c2;b4f27ab3-d59e-4ca4-bf1b-8a9eeeb9df31;51ae888b-264d-4e80-8aea-bd27c18ebc6b;6
a0869cdb-f8da-4a26-99ba-fb1ccd1fdda3;d4097e8b-aea3-4846-81d1-0cd7fee5cc6c;958fd106-2beb-423c-a32f-444a9d4a9e27;9
a1e5d6e6-1eb6-4411-b195-48d146c85c6f;1f111d3d-2cc2-4732-8e4c-fecefe5a0511;58c3b2ed-22b7-4db2-b40d-38cdfdf6fb0a;6
b9a74649-8686-47cc-af59-463b27d0b6f0;50068c29-10b5-4983-922d-ae36a353a78d;0d9cd6b1-1323-461b-92cb-784c9d0ed680;2
7b860c14-2553-4bb4-9d62-d9cf6d8d2be1;a2a09631-704f-4dfb-a5ae-275b750f8ca8;c3c71344-fe9d-46b1-a1e9-08f1aa8fa62c;9
e8371c70-f637-4a04-aba5-3b58c87397c3;6189e890-feae-4ae1-acb8-40f892050254;3269eeab-07e0-4a2b-bbd4-51cbb57c7e8b;1
648405b9-0c12-422c-b2a0-860cff1403e4;dd2dd912-33a7-4c96-a8de-b767c8f6494e;af6c07e1-9b37-4f2d-b492-2f4ebeeb26ee;1
ef5358aa-b24c-4d41-b47a-505b18f8b037;ccfbcbf1-88f2-4595-9d0a-8cac579d84f7;b83e962c-2d7c-47e6-97d8-fb66aad0a088;7
079096fa-dfc8-4e35-a529-71d7130f667d;da61314a-0dc5-4d9e-96e9-e49a9c93425f;8dfe0f7c-4928-4dac-a07d-41e1ca767087;10
87e54d81-51e4-4f3d-9791-f85613874204;87ff7b25-4680-4b43-a11c-f44fbc527047;0585d17e-708c-4cd8-84c4-93467a289d7e;1
50b17e3a-461b-451d-a5a1-d45807e4618a;fc7573a9-5763-45b7-b6f6-16bff23586e9;9dd23974-ab63-4eff-ab75-a38f1eed098f;2
d8e59eac-9f80-4e58-85ee-da16a8c142c0;ac7bb934-ea58-4f77-b0bf-8d308d891cd4;afc96510-b309-4f43-b9da-5367466c4e48;6
cec4a42e-88e2-4e0d-a71e-681dac18149a;fe772a75-973a-4fa7-b9c5-63cc6d98e6fe;d081fa3f-8d14-45d6-a4d7-93f5bdf64a77;8
77577fd7-9954-4a63-a97f-9235e66dfa01;3c308f94-dd2d-4d32-895d-cfb50d8d46b7;9dd23974-ab63-4eff-ab75-a38f1eed098f;7
14485521-2741-4dcb-af48-9f911221097c;6ec44dc7-6746-491d-ba02-026d6712d2cd;a51ee158-4c76-404a-9b08-d73e9b1a1b40;5
2461255c-093e-4def-ac82-5e8bd6d340c8;643b6286-452d-4329-a8b1-2e34972e8d02;5917cd95-564b-4537-8d16-9e9bf34ef7f0;3
0221d6d1-983d-4be7-bd36-225a859349ad;bcd6eae6-2ea4-4c6f-bbd2-2ecb096c4b4b;afc96510-b309-4f43-b9da-5367466c4e48;3
2386191c-1d23-420b-8c97-b735a05681fd;a2a09631-704f-4dfb-a5ae-275b750f8ca8;b8813256-63a6-4013-9913-891686c6a907;6
613cba4f-f8fc-44cc-a08f-54bdfe93b68f;3ad50d20-0348-4bb8-b126-d32ed3f65216;0585d17e-708c-4cd8-84c4-93467a289d7e;10
abaafa6a-d857-4def-9781-9ff8eab726b3;4f67c028-2980-4104-bd43-d5337a24792d;cd558d78-c34e-47dd-8079-602839cca2e0;7
8559050b-8b02-4367-87f4-2e65fcdf8e18;788671ee-8463-42dd-80ba-90d2ca955a24;0192b034-2d68-4473-a1d5-bd50d23e25bc;2
9404060b-e486-4ec7-b472-59c6280cda26;2e5b9e3a-a1b3-4f4c-9bcb-2b283202d8dc;26031e20-48d5-4085-bf9c-7a0ee926aa9d;7
e3a41909-fa00-4777-b100-8a8480eb79e1;b7dcebdc-6b28-47ff-bc9e-e132e318a1fd;0192b034-2d68-4473-a1d5-bd50d23e25bc;8
d1668dc6-7614-4764-8b0e-1280d0cb5e8a;68599ee2-af11-48e5-b672-1f4b551da7e6;f7f4962c-d2a6-4d30-bea4-c928f7642e94;9
4523e83c-ac28-4182-80da-92bcfa5d8601;cf18e706-f35b-4ca9-8ad5-fdaf5dc64d1a;3f630f02-0bc9-4253-82c6-0f0f7be581c1;8
4a835f10-10eb-4899-9c84-f374f52e9777;60ea5106-f232-419b-850f-bf03ac5cc57f;ae213344-27c1-4db6-839a-9ff4e59d389b;9
7c01d8c1-8f29-4872-8de4-baf8ae60ce7e;ad4c7ea2-bb04-4a13-aa92-1684aad1e866;f0b892b6-56c5-4051-8b9d-966c5fab1414;5
fb7ac283-0801-4c78-b0a6-10ea0584b56d;10674fc9-2460-4e9f-b260-9527f4774da9;949b73f5-7270-4c8f-82e6-6f2907b1e1d6;6
8bfd6920-4619-4051-b13a-8c7d87b1d739;edc17441-2351-4e92-be28-de0f96bff3a0;facccee6-fdfb-4cb2-bad2-68e5b3576500;7
89562edd-adbc-4689-8362-ff03be3db032;542d39f7-e88b-4609-b933-0a65ee415110;0058e0e0-c143-42a7-9098-204fb707cf89;9
a1df13d3-b0b2-49ea-825f-eec8723da80e;c881b1e5-b271-46f2-8b3a-950d35d4c403;4e39eca6-462e-4fd1-9499-2e05d1d02133;4
1423130d-fd8a-41aa-8e27-f1e0f6d5fa14;2d6c95fc-633e-4f8b-a6ea-fa0c26954fbc;e8d6561b-cb25-4a86-a5e5-d2ce0e62b6a6;5
956a513e-b6d7-42f6-a9fb-d97c3be2b5ba;50068c29-10b5-4983-922d-ae36a353a78d;5487c850-f658-4580-a471-d6c7dd3cf0a7;4
4e1f93f1-45f5-4a01-904b-8bccf72dddb3;75b80534-1a35-4b6a-bd0e-f2acce68d106;0585d17e-708c-4cd8-84c4-93467a289d7e;5
c93d8bb0-ae65-4ead-9c48-b516ec2446de;0e662fa7-f697-4a5c-a5e7-68e2be892016;00bedf04-5f05-4e4f-a7ef-01e793b3d8f7;4
cd930cc7-f4e4-40e2-8cf6-ead1745d54d2;45a413e1-3d17-4d0d-92c4-1e0e596fd23d;d85c47d3-63de-4db7-b79d-a7b1aaf3c4aa;4
cdb8dd09-9cde-4d3f-b4b1-2b13625fe517;d13540f9-ff8f-4cf8-8cf6-fa67c6f9683e;f0b892b6-56c5-4051-8b9d-966c5fab1414;5
502d0230-ef20-4f30-875b-567bdb26f979;ad3835b4-a498-4ed9-b227-d346858b1a20;8dfe0f7c-4928-4dac-a07d-41e1ca767087;10
77752454-da40-422f-ad91-8020fa788292;5037145e-8d22-4531-ad49-0e69612626df;001264f9-e389-4964-98d1-a0379222c406;6
bf50d470-b62c-4082-8e44-3daa94d906f8;5182119e-ceba-4ac6-b27b-37987e80b688;3f25767e-b0d9-4795-9184-87556bb74b09;2
8f001c06-210c-47dc-b9e8-14ed5169caa1;c5be3158-1f10-48fe-96cb-3b3ddaffb880;5487c850-f658-4580-a471-d6c7dd3cf0a7;7
5bf1d566-5bbf-4e1e-8600-0eacf29f617e;34b90b76-464c-498f-be13-203f8ed86f1c;bb2dc461-4d1b-48b9-bea6-b65c7e6e0e52;4
d1038a5c-1731-4fa5-97af-78efd18f7019;60101c28-d37a-4f90-92b3-d306805a17a7;d85c47d3-63de-4db7-b79d-a7b1aaf3c4aa;6
a9043cb8-9ccf-4f78-85a4-7d7b0f7927d8;2feb1108-73e3-480a-8d7c-0f583170134c;ae213344-27c1-4db6-839a-9ff4e59d389b;9
a48b9c9e-7e7e-4245-a182-45048dded818;37edbb62-a007-4711-b978-2812163da3b2;bb2dc461-4d1b-48b9-bea6-b65c7e6e0e52;2
8e63df88-f85a-43b3-9746-fdcc7ab2c7ed;6d0edd6b-0be2-4b75-9feb-fd6fd1e8896b;56aae491-b935-4f7c-98fa-2a28842ad394;3
e4744c10-bac7-47f4-899e-ab8538a0b833;286eb258-35fb-453c-bbad-d81e69db1c91;421b342c-ee23-4881-bdd4-739ec7688e35;3
331b4a48-d9bd-4b6a-b03d-a69dbb3e56fe;ce9e1a93-8e02-4672-b2e3-1cf33b5dac30;f16a133d-1649-42c7-b89d-2b17f34b8545;1
caaff51c-207d-4421-a887-330704a2ef5d;255ea4d7-c4ea-4568-a416-7d49ba276559;9b205a67-2b03-4418-97cd-7dd5ccf8208a;8
cdeb8bb3-c36d-4e6f-95bf-319f69ba2542;d5fcfb25-9374-403a-a893-24a276649b0f;5487c850-f658-4580-a471-d6c7dd3cf0a7;2
ac8d6396-8c46-4adf-960e-de1c6e15ea9e;f8269ca5-8490-4c34-8631-055b1d072fbe;5917cd95-564b-4537-8d16-9e9bf34ef7f0;10
1cb4701a-3658-4bf1-a335-ba804aac88fd;31fdc354-93ff-4677-8ff9-0586b8259bce;75a99a0c-5bb1-447a-9201-baf6f5c9b4a8;8
14d403dc-392c-49d9-8fdb-91221708516a;d10b950d-abf0-4e41-947f-73c92f297555;c14fdacf-e08e-4840-b9c8-25ebcc17df7e;9
49160f61-c96d-4093-b920-974b01df055b;0f3604cb-b007-49fe-8e36-209f6aa3cc5c;f641c41a-cb3f-4096-961a-362097da3200;6
ccf4a46a-2618-477f-a093-a2f2059cc308;5037145e-8d22-4531-ad49-0e69612626df;f7f4962c-d2a6-4d30-bea4-c928f7642e94;4
1bbf0459-1fa5-40ad-b8f5-0c61feee323b;8d64a6bf-3cb6-4e22-bdc2-0dd9e1758f8c;67dc17ed-a94d-4acf-a29c-6771584376b0;8
b5cc3f78-e541-4e65-9d63-5229c642491e;e4645e86-c390-4542-9fe3-1116a9f99fcb;3e9d5489-2ff0-4145-80e6-78f8b6c07161;8
f02e87fe-a175-4d6c-9e21-13d52e06b2cb;f03850c8-a45c-4507-98fd-eb06fc42cc45;26034dfd-a91a-47db-848a-1d379869a6d3;7
e362b619-471a-4622-a529-e7e86fd42fe7;543de8fe-f021-40d9-8d53-29c60f5c9351;0700ee1d-456a-4641-909e-7b72d7c7d1c0;3
69031763-8505-4317-a75d-ea009bcdb8f5;d8a596b9-b3a8-4407-88ff-9eecda63dc01;949b73f5-7270-4c8f-82e6-6f2907b1e1d6;3
0394b91f-d5a5-414e-b9f7-a78901e16ae0;d30652dd-7638-41cf-a9f5-e3ff08616350;f0b892b6-56c5-4051-8b9d-966c5fab1414;7
4fa946db-e6b7-4afe-8773-82d03e87f80d;cb6d889f-ac88-4e56-a577-3ade2b64a573;e29c4547-b522-45f9-9c4b-75c0bb11924d;8
b8fb35fe-7d7e-48d0-ad4b-b7b063aaefbd;25718b1b-a755-4680-95fb-1e1e2712caca;09807123-39d2-468c-922d-675262add44b;9
3765ffd6-d327-4b0a-96c1-311e598bcca4;210e3786-b608-4583-bd3e-53e547523924;a58a5d98-f862-4919-a022-82f83d44871a;1
0a210d36-35fa-4656-837f-430a9fbd7b10;5cb3026c-eb6d-436a-80e1-050a84c5e288;67dc17ed-a94d-4acf-a29c-6771584376b0;10
8b9e0809-ea34-4d7d-b809-64e9470b0e08;b0be669e-e420-4281-9738-8ff2409cfdfc;d925b987-a4be-4a61-aa5c-75914e144287;3
a1886c46-fcbd-42cd-90a8-9b631c636800;c79df039-b92f-45f6-8e8d-b0b80dbcf1e0;ae2a99c0-c4f7-4b6c-a4ca-9f857a593bc7;8
0842768a-c596-45f5-a2e9-f864ab27952b;375dd54a-03cd-4904-b465-1e4ad71d9931;1079c7bd-3a0c-4df2-810c-b64d293eebae;6
3885e0fe-ad76-4774-8486-559a904d7e54;f6185a8f-626c-478c-9a70-3053442e4516;f7f4962c-d2a6-4d30-bea4-c928f7642e94;9
e5b10bca-c0a5-4ab9-81b6-7aa432bcd239;4addc1ff-6f05-435e-9400-07a8dde12f01;a9e0d89e-340e-400b-a789-cb7687ede514;3
88eaa141-ee62-4441-9d66-cd4a8d0f07ab;5bf5832b-61e1-42f2-a58b-9c990588d8e3;b3b2a956-3169-48ad-8db7-33536dd80cca;9
483a13b0-4e18-4d1f-a86d-b36fb4b7b224;fefc71e8-9e0f-4064-97a3-2f001dc92ca1;591e9845-c064-496b-bb98-a78e3d6c724d;5
fc31f759-4274-4b66-9346-91ecae2eef24;f50610c6-e772-4c60-9efc-08a7e039898f;c1a7f1a8-5225-4250-8ee8-e989195b45ac;7
d0f22f3e-e8f3-4bd3-8963-612bdf3e0303;e3cee66d-c546-4da4-887b-5f2633154a63;bb2dc461-4d1b-48b9-bea6-b65c7e6e0e52;1
38d9715d-dc6b-4ebe-a9dc-2e0c3c4b8d47;6e5359b6-2a13-444f-ad62-c159e8a8584e;53dc1708-bd2a-4cb1-b5d6-62049167432f;3
f2a1035b-a438-4be5-a71d-013ac58624cb;689fb47f-30e2-4c32-8a98-ec219c462faf;a58a5d98-f862-4919-a022-82f83d44871a;2
62773e8e-26e0-4e92-adca-d4e4841d2df4;8647a587-48aa-45a2-9edf-7d85286e1b5a;b3b2a956-3169-48ad-8db7-33536dd80cca;10
4c3e48b6-c1a6-4b52-9911-2385be7b99e8;bb27bd09-2845-4708-81ce-af84c141c617;eb0afcdf-0f3a-4b89-bc0a-6a8acc7b9e83;6
84f36ef6-1a5c-45a8-a91f-af51e498f564;3faef7ea-6e3c-47ff-b7d3-b65a36642f61;d9d1dda8-dfa9-476d-86b5-77de770aff14;6
86fd143f-a495-4bd4-bbce-68690321271e;ccfbcbf1-88f2-4595-9d0a-8cac579d84f7;680d28f1-9161-4359-b7e9-7179a8cfc768;10
5b23f4ba-9a35-4464-8954-b47cf584a808;6829923c-bf7d-4784-9058-a37520eca393;b46d01fb-307d-43a9-a048-af5f9d0ceea3;2
b39216c5-b213-453a-99c8-254b598bf44c;47cd586f-c02e-4f3f-b094-eb8f638d9474;91b5ea8e-36ce-47d4-a35a-d6f0e61e5a8a;4
